어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
동산어린이집,전라남도,전라남도,순천시,20,4,전라남도 순천시 서면 순천로 261,061-755-7479,061-755-7479,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
동화나라어린이집,전라남도,전라남도,순천시,19,6,"전라남도 순천시 상대석길 13 902동 108호(해룡면, 부영9차아파트)",061-722-7642,,3,0,7,운영(신고),http://info.childcare.go.kr,2020-06-30
두산위브어린이집,전라남도,전라남도,순천시,46,12,"전라남도 순천시 왕지3길 55 (왕지동, 순천두산위브1단지내)",061-723-2277,061-723-2277,6,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
드림아이어린이집,전라남도,전라남도,순천시,28,4,전라남도 순천시 삼동길 5 (해룡면),061-724-6232,061-724-6233,6,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
라송어린이집,전라남도,전라남도,순천시,39,10,"전라남도 순천시 강청길 82 (서면, 라송센트럴카운티 관리동1층)",061-753-9001,061-753-9002,5,0,7,운영(신고),http://info.childcare.go.kr,2020-06-30
로제비앙어린이집,전라남도,전라남도,순천시,28,7,전라남도 순천시 해룡면 백연길 105-7,061-724-8420,061-724-8421,4,1,13,운영(신고),http://info.childcare.go.kr,2020-06-30
롯데캐슬어린이집,전라남도,전라남도,순천시,74,10,"전라남도 순천시 왕지3길 60 (왕지동, 롯데캐슬관리동1층)",061-727-7977,061-722-7977,9,2,5,운영(신고),http://info.childcare.go.kr,2020-06-30
리틀엔젤어린이집,전라남도,전라남도,순천시,20,6,"전라남도 순천시 장선배기길 89 102동 104호(조례동, 금당대림)",061-727-5177,061-727-5177,4,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
리틀영재어린이집,전라남도,전라남도,순천시,20,7,전라남도 순천시 해룡면 좌야로 135 중흥 에스클래스 6단지 메가타운 614-103호,061-726-1503,061-722-7244,3,1,4,운영(신고),http://cafe.naver.com/ltyj,2020-06-30
마더어린이집,전라남도,전라남도,순천시,19,6,전라남도 순천시 해룡면 신대로 66 205동 102호(중흥에스클래스 2차),061-724-7244,061-724-7244,3,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
마을과아이들어린이집,전라남도,전라남도,순천시,34,7,전라남도 순천시 중앙3길 6-6 YMCA (장천동),061-743-0602,061-743-0603,4,0,4,미운영,http://info.childcare.go.kr,2020-06-30
무지개나라어린이집,전라남도,전라남도,순천시,19,3,전라남도 순천시 해룡면 신대로 97 501동 102호(중흥에스클래스5단지),061-723-5124,061-723-5124,3,0,6,운영(신고),childcare.mogef.go.kr,2020-06-30
미미어린이집,전라남도,전라남도,순천시,27,8,전라남도 순천시 조례못등3길 12-5 (해룡면),061-722-5525,061-722-2583,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
반딧불이숲어린이집,전라남도,전라남도,순천시,19,6,"전라남도 순천시 성동3길 8 106호 (동외동, 선미중앙하이츠)",061-754-0082,061-754-0082,4,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
방긋어린이집,전라남도,전라남도,순천시,20,5,"전라남도 순천시 조례못등길 5 203동 106호(조례동, 동신)",061-723-6161,061-723-4141,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
배들어린이집,전라남도,전라남도,순천시,30,8,"전라남도 순천시 배들이길 17 (서면, 배들마을주공아파트단지내)",061-753-0123,061-753-0123,4,0,25,운영(신고),http://info.childcare.go.kr,2020-06-30
별나라어린이집,전라남도,전라남도,순천시,299,11,전라남도 순천시 덕연로 16 (덕암동),061-742-9604,061-745-0004,14,4,4,운영(신고),http://info.childcare.go.kr,2020-06-30
별빛어린이집,전라남도,전라남도,순천시,19,5,전라남도 순천시 해룡면 신대로 66 208-105(중흥S클래스2차아파트),061-722-3383,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
보물섬어린이집,전라남도,전라남도,순천시,13,3,"전라남도 순천시 왕궁길 55 1101동 101호(조례동, 부영11차아파트)",061-724-9949,061-727-9949,3,0,8,미운영,http://info.childcare.go.kr,2020-06-30
보배어린이집,전라남도,전라남도,순천시,104,14,전라남도 순천시 연향2로 55 대우아파트 단지내 (연향동),061-722-3082,061-723-3385,5,5,8,운영(신고),www.scbobae.co.kr,2020-06-30
봉화어린이집,전라남도,전라남도,순천시,80,16,전라남도 순천시 업동2길 33 (용당동),061-755-8007,061-755-8007,5,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
뽀로롱어린이집,전라남도,전라남도,순천시,20,5,전라남도 순천시 율산공원길 16 (연향동),061-724-0850,061-724-0850,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
뽀뽀어린이집,전라남도,전라남도,순천시,19,7,"전라남도 순천시 장선배기길 55 103동 105호(조례동, 동신)",061-721-7211,061-721-7211,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
쁘띠모아어린이집,전라남도,전라남도,순천시,19,3,"전라남도 순천시 조례연동길 5 311동 102호(조례동, 연동대주파크빌3차)",061-722-5038,061-722-5038,3,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
삐아제어린이집,전라남도,전라남도,순천시,37,14,전라남도 순천시 덕암삼거리길 48 (덕암동),061-744-1234,061-745-1236,6,0,4,운영(신고),www.piajea.net,2020-06-30
사과나무어린이집,전라남도,전라남도,순천시,19,6,"전라남도 순천시 해룡면 좌야로 159-14 912-102(해룡면, 중흥s클래스 9차 에듀힐스)",061-726-7942,061-726-7942,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
사랑숲어린이집,전라남도,전라남도,순천시,13,6,"전라남도 순천시 연향1로 55 105동 101호(연향동, 부영1차아파트)",061-906-9697,061-906-9697,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
삼산어린이집,전라남도,전라남도,순천시,19,5,"전라남도 순천시 삼산로 103-13 109동 101호(용당동, 현대아파트)",061-755-5669,061-904-1414,3,0,12,운영(신고),http://info.childcare.go.kr,2020-06-30
삼성프렌즈어린이집,전라남도,전라남도,순천시,87,12,"전라남도 순천시 삼산로 135-5 (용당동, 삼성아파트단지내)",061-753-6464,061-753-6465,8,2,6,운영(신고),http://info.childcare.go.kr,2020-06-30
상사어린이집,전라남도,전라남도,순천시,20,5,전라남도 순천시 상사면 응령동길 56 (상사면),061-746-5700,061-746-5701,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
새꿈어린이집,전라남도,전라남도,순천시,19,6,"전라남도 순천시 해룡면 신대로 66 210-101,(중흥S-클래스2차아파트)",061-744-8191,061-744-8191,3,0,6,미운영,http://info.childcare.go.kr,2020-06-30
새나라어린이집,전라남도,전라남도,순천시,48,9,"전라남도 순천시 생목길 1 (생목동, 벽산아파트단지내)",061-745-7015,061-745-7015,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
새봄어린이집,전라남도,전라남도,순천시,13,5,전라남도 순천시 해룡면 장선배기길 272 602-103(부영6차아파트),070-8230-9599,061-721-7577,3,0,3,미운영,http://info.childcare.go.kr,2020-06-30
색깔나라어린이집,전라남도,전라남도,순천시,11,2,"전라남도 순천시 연향2로 56 102동 108호(연향동, 우미아파트)",061-903-7448,,2,0,8,미운영,http://info.childcare.go.kr,2020-06-30
샛별어린이집,전라남도,전라남도,순천시,70,11,전라남도 순천시 석현길 63 샛별어린이집,061-752-3800,061-753-8709,6,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
샬롬비테에어린이집,전라남도,전라남도,순천시,16,5,"전라남도 순천시 해룡면 신대로 66 218-102,(중흥S-클래스2차아파트)",061-725-5358,061-724-6558,3,0,11,운영(신고),http://info.childcare.go.kr,2020-06-30
서영어린이집,전라남도,전라남도,순천시,114,15,전라남도 순천시 두지길 16 (조례동),061-723-6412,061-723-6413,12,2,16,운영(신고),http://info.childcare.go.kr,2020-06-30
선양어린이집,전라남도,전라남도,순천시,79,15,전라남도 순천시 덕월1길 34 (덕월동),061-744-4749,061-744-4750,7,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
선평빛찬들어린이집,전라남도,전라남도,순천시,70,11,전라남도 순천시 서면 선평동선길 36 선평빛찬들어린이집,061-751-7959,,5,1,27,운영(신고),http://info.childcare.go.kr,2020-06-30
성가롤로병원어린이집,전라남도,전라남도,순천시,99,16,전라남도 순천시 순광로 221,061-727-9845,061-727-9846,6,2,4,미운영,http://cafe.daum.net/carollo2012,2020-06-30
세화어린이집,전라남도,전라남도,순천시,17,6,"전라남도 순천시 장선배기길 298 104동 101호(해룡면, 송촌파인힐)",061-723-6242,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
솔지어린이집,전라남도,전라남도,순천시,19,3,"전라남도 순천시 풍덕주택길 96 1동 106호(풍덕동, 금호아파트)",061-741-8878,,3,0,7,미운영,http://info.childcare.go.kr,2020-06-30
송보이든어린이집,전라남도,전라남도,순천시,46,12,"전라남도 순천시 구암3길 22 (연향동, 송보아파트) 관리동 어린이집",061-746-5210,061-741-5420,4,0,6,운영(신고),http://info.childcare.go.kr,2020-06-30
송죽원어린이집,전라남도,전라남도,순천시,24,12,전라남도 순천시 상대석길 103 (연향동),061-724-9943,061-724-9941,3,0,5,운영(신고),www.sjw.com,2020-06-30
송촌하늘아이어린이집,전라남도,전라남도,순천시,20,7,"전라남도 순천시 왕궁길 95 106동 103호(조례동, 왕지송촌프라임아파트)",061-726-4048,061-726-4048,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
수정어린이집,전라남도,전라남도,순천시,19,7,전라남도 순천시 해룡면 좌야로 135 중흥S클래스 604-102,061-726-9561,061-726-9561,3,0,19,운영(신고),http://info.childcare.go.kr,2020-06-30
수피아어린이집,전라남도,전라남도,순천시,184,25,전라남도 순천시 삼산로 92-50 대주피오레아파트 단지내,061-751-3696,061-751-3697,13,4,15,운영(신고),http://cafe.naver.com/supia7,2020-06-30
순천대학교어린이집,전라남도,전라남도,순천시,76,13,전라남도 순천시 중앙로 255,061-751-3122,,6,1,23,미운영,http://info.childcare.go.kr,2020-06-30
순천시청직장어린이집,전라남도,전라남도,순천시,70,14,전라남도 순천시 장천안길 8,061-745-5300,061-745-5301,6,1,15,미운영,http://info.childcare.go.kr,2020-06-30
순천제일대학교보육교사교육원부설어린이집,전라남도,전라남도,순천시,152,22,전라남도 순천시 제일대학길 17 순천제일대학 (덕월동),061-740-1302,061-740-1439,11,1,13,운영(신고),web.suncheon.ac.kr/childhouse/index.jsp,2020-06-30
숲속어린이집,전라남도,전라남도,순천시,105,9,전라남도 순천시 충숙길 42 (용당동),061-753-7369,061-752-7369,12,1,16,운영(신고),http://info.childcare.go.kr,2020-06-30
슬기별어린이집,전라남도,전라남도,순천시,123,20,전라남도 순천시 용당초등길 33-27 (용당동),061-752-3343,061-755-5535,11,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
승주어린이집,전라남도,전라남도,순천시,52,10,전라남도 순천시 승주읍 승평길 15,061-754-2022,061-754-2022,5,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
신나는어린이집,전라남도,전라남도,순천시,19,3,"전라남도 순천시 연향중앙상가길 56 104동 108호(연향동, 동부아파트)",061-902-5151,061-902-5151,3,0,10,미운영,http://info.childcare.go.kr,2020-06-30
신대어린이집,전라남도,전라남도,순천시,70,11,전라남도 순천시 해룡면 매안4길 34 신대어린이집,061-722-1007,061-722-0717,5,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
신대중흥7차에코누리어린이집,전라남도,전라남도,순천시,48,12,전라남도 순천시 해룡면 좌야로 150,061-722-5245,,5,0,4,미운영,http://info.childcare.go.kr,2020-06-30
신대중흥8차에코둥이어린이집,전라남도,전라남도,순천시,44,13,전라남도 순천시 해룡면 신대로 147,061-723-7375,061-726-7375,4,0,11,미운영,http://info.childcare.go.kr,2020-06-30
신대중흥9차에듀힐스어린이집,전라남도,전라남도,순천시,70,16,전라남도 순천시 해룡면 좌야로 159-14 중흥9차 단지내,061-724-5055,,7,1,7,미운영,http://info.childcare.go.kr,2020-06-30
신대참이어린이집,전라남도,전라남도,순천시,40,10,전라남도 순천시 해룡면 신대로 66 중흥s클래스 아파트 단지내,061-726-5600,,5,0,9,운영(신고),http://info.childcare.go.kr,2020-06-30
신대푸르니어린이집,전라남도,전라남도,순천시,75,14,전라남도 순천시 매안로 162 행정복합타운 내,061-724-8003,061-724-8043,8,1,4,미운영,http://info.childcare.go.kr,2020-06-30
신원어린이집,전라남도,전라남도,순천시,20,7,"전라남도 순천시 지봉로 372-5 101동 103호 (해룡면, 신원아르시스)",061-726-7720,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아기둥지어린이집,전라남도,전라남도,순천시,19,5,전라남도 순천시 해룡면 좌야로 101 111-103(중흥에스-클래스1단지),061-721-1797,061-721-1797,4,0,5,미운영,http://info.childcare.go.kr,2020-06-30
아기별어린이집,전라남도,전라남도,순천시,18,5,"전라남도 순천시 왕지3길 60 102동 102호(왕지동, 롯데캐슬아파트)",061-726-6501,,5,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아기천사어린이집,전라남도,전라남도,순천시,20,6,전라남도 순천시 장선배기길 90 (조례동),061-721-4147,061-721-4147,3,0,3,운영(신고),http://info.childcare.go.kr,2020-06-30
아띠어린이집,전라남도,전라남도,순천시,20,6,전라남도 순천시 율산공원길 97 (연향동),061-722-6383,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아름다운어린이집,전라남도,전라남도,순천시,20,7,전라남도 순천시 덕암1길 8 (덕암동),061-745-1992,,3,0,23,운영(신고),http://info.childcare.go.kr,2020-06-30
아림킨더하우스어린이집,전라남도,전라남도,순천시,225,25,전라남도 순천시 왕지로 153 (왕지동),061-723-3054,061-722-3054,13,1,7,운영(신고),http://info.childcare.go.kr,2020-06-30
아이꽃어린이집,전라남도,전라남도,순천시,45,11,전라남도 순천시 해룡면 좌야로 101 108동 1층 관리동(중흥에스-클래스1단지),061-723-1043,061-723-7043,5,1,4,미운영,http://info.childcare.go.kr,2020-06-30
아이꿈어린이집,전라남도,전라남도,순천시,19,6,"전라남도 순천시 연동남길 24 109동 105호(조례동, 연동대주파크빌1차아파트)",061-725-6377,,3,0,6,운영(신고),http://info.childcare.go.kr,2020-06-30
아이꿈터어린이집,전라남도,전라남도,순천시,32,7,전라남도 순천시 신흥중1길 13 (해룡면),061-723-4470,061-723-4470,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아이다움어린이집,전라남도,전라남도,순천시,13,3,전라남도 순천시 해룡면 좌야로 135 605동 103호,061-723-3653,061-723-3653,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아이세상어린이집,전라남도,전라남도,순천시,19,4,"전라남도 순천시 안산길 50 106동 101호(연향동, 코아루아파트)",061-726-7929,061-726-7929,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
